1594,02AC,FFF0,BB68,FF2A,01A7,002C,0061,
19E0,0C30,09AC,4184,FF0B,0019,FFC8,0061,
19E5,0A88,037C,3C90,FDC6,FEE7,0033,0061,
19EA,0C20,064C,4254,00D0,03B7,FF1B,0061,
19EF,0C00,0878,4138,FE88,FDEA,005B,0061,
19F4,0A10,06DC,3DEC,FDB0,FE9B,02CC,0061,
19F9,0AB0,0548,3C20,00FE,010D,FFCE,0061,
19FE,0CAC,05DC,4148,FE52,0184,FFA8,0061,
1A03,0BA0,05F4,3DDC,FDE4,FE19,0171,0061,
1A08,0AB8,0774,3ED8,FFD1,00B4,FFE2,0061,
1A0D,0BBC,0544,3F3C,FF8E,0072,00AD,0061,
1A12,0BE0,069C,3EF0,FE74,00E8,0047,0061,
1A17,0BE8,0600,404C,FECE,0097,FF95,0061,
1A1C,0B68,0810,4038,FED0,FE26,0117,0061,
1A21,0B3C,054C,3CF0,FEE0,FFCD,016B,0061,
1A26,0B10,0630,3D64,FEB7,00DA,FFEC,0061,
1A2B,0C08,0644,3F9C,FF50,01E1,FF55,0061,
1A30,0B1C,0808,40A4,FECA,FFEE,0078,0061,
1A35,0B6C,05D0,3F64,003A,0137,0056,0061,
1A3A,0CD0,0720,4100,FE7A,FDB1,019B,0061,
1A3F,0AC0,0438,3B9C,FE00,FDF5,0098,0061,
1A44,0A98,06C0,3F10,00A9,047A,FED6,0061,
1A49,0C48,07D8,4230,FEBA,FF0A,00C6,0061,
1A4E,0B1C,05C8,3E3C,FE3A,FE8E,013D,0061,
1A53,0BC8,0604,3D60,FEE3,002C,009C,0061,
1A58,0B30,0600,3EE8,FE26,FF4C,00BD,0061,
1A5D,0B88,0578,3D08,FE9B,00B7,0036,0061,
1A62,0BF8,06C8,414C,FE95,00D7,FF80,0061,
1A67,0BF0,0584,3E88,FC7C,FD9C,0171,0061,
1A6C,0B2C,06B4,3E20,FE81,0020,FEE6,0061,
1A71,0BD8,0498,41A8,FD6F,FFE2,00D3,0061,
1A76,0C0C,0634,3D38,FBEB,FD03,007D,0061,
1A7B,0BC0,03A4,3F98,FCBE,FF2F,FDCA,0061,
1A80,0DB8,0670,3FB4,FAC8,FF17,00B1,0061,
1A85,0D0C,079C,3ED4,FC89,FDB9,FE66,0061,
1A8A,0D94,02E0,3DB0,F888,F98E,FEBF,0061,
1A8F,0D90,02F0,3F0C,F60F,FD1C,FF3A,0061,
1A94,0D24,03D4,3EA0,F235,F718,FED7,0061,
1A99,03F8,F6A4,3D64,F252,0585,F071,0061,
1A9E,0EDC,0B08,4188,F2FD,0663,0B57,0061,
1AA3,1130,0A80,4784,F6FB,F048,F801,0061,
1AA8,0BA0,FBC4,4104,F2F4,F290,032F,0061,
1AAD,1404,029C,40A0,F08E,F70A,0696,0061,
1AB2,186C,FAF8,4898,E9EB,ED58,002D,0061,
1AB7,1410,F3C4,55DC,D095,CF76,0617,0061,
1ABC,0898,07F4,1DE4,D7E2,D876,0BB2,0061,
1AC1,1374,FFE0,3B38,F720,0230,F42D,0061,
1AC6,1068,13B0,41E8,FA83,EB2C,FFFF,0061,
1ACB,0E6C,E958,3A20,F2B8,E93B,0C7C,0061,
1AD0,23A4,F3AC,50A8,D8DF,ECD2,1FAA,0061,
1AD5,0F50,0C9C,0FE0,E1D0,DE01,02DA,0061,
1ADA,11F8,E19C,3FA8,0256,1F42,F710,0061,
1ADF,203C,F8AC,5A94,F1AF,F26D,030C,0061,
1AE4,1870,EEF4,3110,EDBF,EBE6,FD85,0061,
1AE9,1750,F114,3BB4,F32C,F1C5,F3B8,0061,
1AEE,1634,F668,356C,FA72,FDD1,F578,0061,
1AF3,1C80,F238,3758,F5D2,FF7F,F77E,0061,
1AF8,2170,E9A8,49FC,E714,F323,F4BE,0061,
1AFD,1B04,FE08,4A18,D5FD,D6BB,FC23,0061,
1B02,143C,FA14,234C,E256,DFE6,0318,0061,
1B07,1BA4,EAF4,2DC0,F713,FF67,F5D9,0061,
1B0C,21D8,EF20,4278,F259,FCA9,F8BF,0061,
1B11,2228,F7CC,471C,E4FF,E847,0295,0061,
1B16,1E20,F37C,3ACC,DE39,D327,0AB8,0061,
1B1B,1B50,E270,281C,E1ED,DA58,0518,0061,
1B20,19CC,ED9C,3AB8,E41B,E5B2,0AB2,0061,
1B25,1FC8,E8AC,2094,D178,D96B,1D36,0061,
1B2A,2134,EB10,1DD4,E29A,F6B5,0EFC,0061,
1B2F,14FC,E5D8,151C,EDEF,07D3,0328,0061,
1B34,2BE8,E070,4060,17C4,321E,ECE2,0061,
1B39,34C4,E3CC,547C,FFFA,00BB,FE76,0061,
1B3E,2684,F0C4,35B0,FC7C,DAF7,F477,0061,
1B43,1DC8,DAD8,2BA4,EC5D,EDEC,0691,0061,
1B48,24FC,EEC4,2880,E1D6,F61C,0FE1,0061,
1B4D,2784,FA08,4720,DE7C,EA1D,1035,0061,
1B52,1794,D860,0A58,C931,B3A3,343A,0061,
1B57,21B0,CA04,0D38,F607,0982,0164,0061,
1B5C,3988,E3E0,3E20,E86C,059F,0B3F,0061,
1B61,34F8,E4F0,7204,ECB9,CBB9,04FB,0061,
1B66,0E0C,E2D4,F8C8,B1A9,82C2,3488,0061,
1B6B,1A5C,B4E4,DDD4,F67B,15EC,FD79,0061,
1B70,31B8,EF24,40D8,F847,0930,FD92,0061,
1B75,26DC,CCD8,1740,DBBF,E66F,09A1,0061,
1B7A,2964,E1E0,223C,E163,F203,1130,0061,
1B7F,2E0C,CBD0,0174,DB24,F186,0A9C,0061,
1B84,34F4,D178,3B04,FDFC,0E74,F509,0061,
1B89,311C,E854,3F80,DF69,CE5D,101B,0061,
1B8E,220C,D378,0660,D42A,B1F6,164D,0061,
1B93,2ADC,B8D4,FCD8,F177,EDEA,F9C6,0061,
1B98,2F4C,D3C8,25BC,E08F,DAE0,F94F,0061,
1B9D,2644,DF04,05B0,E069,D0C7,FF89,0061,
1BA2,2AE0,C98C,04D8,E143,DA73,0893,0061,
1BA7,2D54,D680,0488,E338,E684,F765,0061,
1BAC,2D94,D3B8,0D7C,DA50,D9BA,04DF,0061,
1BB1,296C,CF8C,F7D4,D9CC,DD6D,039C,0061,
1BB6,2E5C,D818,0830,E511,ED6D,FB97,0061,
1BBB,3864,CB78,1A48,DA67,D9C8,0483,0061,
1BC0,2FD4,DC88,FFE8,D742,B9C4,0A4C,0061,
1BC5,2234,D0D4,E74C,E5E3,D1F9,F966,0061,
1BCA,2708,DBD4,14B8,E25E,C9CB,06D6,0061,
1BCF,2B80,D58C,DBD0,CB18,C11F,17A5,0061,
1BD4,214C,BDC4,E374,D2CA,C7AE,0FCB,0061,
1BD9,214C,E014,C040,EABC,F80E,F01A,0061,
1BDE,2C40,D6FC,FA0C,EEB1,F8CC,F5E5,0061,
1BE3,3284,C3F4,F56C,DC12,F335,060E,0061,
1BE8,1AE0,DB80,C8B4,CE7B,D514,0196,0061,
1BED,2880,D0C4,E568,00D6,1FD1,ED85,0061,
1BF2,37EC,D924,FF60,EE9B,E777,F36A,0061,
1BF7,258C,D978,E698,F110,DE8E,F189,0061,
1BFC,1F6C,D9FC,CD7C,E30E,E446,FCB3,0061,
1C01,2450,DB8C,DA2C,F8CD,FFCF,F4E1,0061,
1C06,28F0,F914,E124,F682,FB56,00EF,0061,
1C0B,2B50,CE3C,EC18,FA29,EF01,0A41,0061,
1C10,2B98,D7A8,DB28,F2D1,EF65,112E,0061,
1C15,2BC4,D7F0,DFD0,F97C,EE49,02CA,0061,
1C1A,274C,DFAC,DE44,FA27,E944,082D,0061,
1C1F,2574,D808,D394,ED86,E8DB,117A,0061,
1C24,2778,E248,E0E8,F904,F343,0C7C,0061,
1C29,22A0,CDFC,D610,E636,D28E,12F2,0061,
1C2E,18CC,BA44,B97C,EEE2,F040,014E,0061,
1C33,1B80,EDB8,D798,C500,F9FE,0F8A,0061,
1C38,19A8,EE30,04D8,A714,CF15,2671,0061,
1C3D,1940,EE7C,C7E0,93B8,AA05,600A,0061,
1C42,0D1C,D184,C14C,E7C2,D55D,11E2,0061,
1C47,0E84,D3F0,BDEC,E611,F14E,23F5,0061,
1C4C,156C,D1E8,BF18,F7C0,FF4B,FB98,0061,
1C51,0B04,EC28,D5C4,D9C5,EC28,143C,0061,
1C56,04FC,F380,B6C8,C4A7,E5CA,354B,0061,
1C5B,0B4C,DDA0,C1B8,BF46,EA77,42BD,0061,
1C60,18D0,C8D0,C464,EA09,1554,1AE4,0061,
1C65,17D4,F4BC,EA64,FF12,FB2F,00D3,0061,
1C6A,0B1C,F7C4,C680,E1CD,D336,284B,0061,
1C6F,07C4,E084,A654,D739,DBC0,2D9A,0061,
1C74,097C,D8A8,B090,F74B,0744,0D11,0061,
1C79,0B3C,F0A0,D588,F0A1,003E,0469,0061,
1C7E,0350,DFE8,CCD8,E73E,E51E,0F47,0061,
1C83,002C,E274,ABA4,E5D8,FBA7,1082,0061,
1C88,0578,ECB4,BE08,EB3A,100B,0869,0061,
1C8D,0FE0,F72C,CE28,EFAD,0E83,0ECB,0061,
1C92,0868,F04C,CAE8,E7AD,F1F2,0E2D,0061,
1C97,04B8,F220,B6E4,E064,ED90,1FFF,0061,
1C9C,0228,CB58,AA30,F8A7,17EB,F4BF,0061,
1CA1,1174,3074,DA1C,E1F2,F27C,0A93,0061,
1CA6,F7B8,C8D0,BD7C,EBF3,F4A4,07C0,0061,
1CAB,FA50,EC8C,B65C,EDC0,129C,0CBE,0061,
1CB0,0A68,F5F4,ADA8,C8C7,FF82,3187,0061,
1CB5,0B70,FFC8,C248,F7FC,02B3,F5DB,0061,
1CBA,00E0,ED9C,C808,E1E4,FAAC,0E7E,0061,
1CBF,05A8,0058,BC38,F3DF,17E1,06A7,0061,
1CC4,10E8,04C0,CAFC,F3CA,024C,0AA8,0061,
1CC9,08E4,F0E8,B76C,EFFB,FC87,0ACA,0061,
1CCE,03E0,F950,B378,FA69,0470,FBA9,0061,
1CD3,0758,0874,CDFC,F563,0EC6,0649,0061,
1CD8,0794,FD70,BC6C,FAF5,041E,0333,0061,
1CDD,0694,FA9C,BFC8,FA32,05DB,0C99,0061,
1CE2,0984,F9BC,BC84,F8AB,0717,0A70,0061,
1CE7,0A78,FEA8,BF1C,F155,FFA9,0D8E,0061,
1CEC,061C,04BC,B90C,F6E4,0759,0D40,0061,
1CF1,0A84,FC00,C81C,F3A6,0699,1435,0061,
1CF6,0ED0,FB54,C08C,F1D5,FCA8,1417,0061,
1CFB,0440,FC90,CCC8,03D4,F608,F8F6,0061,
1D00,0410,F628,B408,EB58,FE0D,1F4F,0061,
1D05,0EC0,0540,B3F8,F907,0923,030D,0061,
1D0A,0BF0,FF7C,CABC,F425,FC08,069E,0061,
1D0F,0AE4,FF5C,B980,F145,FC18,0D63,0061,
1D14,06B8,0CE8,B548,FD88,F945,F846,0061,
1D19,0738,EED4,C6AC,F88F,0850,0462,0061,
1D1E,0E58,0F80,BD40,EF76,00D7,0E6B,0061,
1D23,0BA8,FD3C,BB68,FA06,02BD,FCFF,0061,
1D28,0950,04D8,C2A4,F61F,016C,0839,0061,
1D2D,0B64,0318,B810,FBB4,0586,01F3,0061,
1D32,0FF0,01D0,C564,04B8,0D02,FA7F,0061,
1D37,0D94,0D1C,C9F8,F8F6,F439,06BD,0061,
1D3C,0958,FD88,B69C,FC64,FA5A,048E,0061,
1D41,0B88,0284,BE3C,0064,031D,0127,0061,
1D46,0D04,0344,C188,0106,FFA6,FEE1,0061,
1D4B,0970,0B10,C384,FD68,F855,040F,0061,
1D50,065C,FA08,B678,F977,F7DF,0762,0061,
1D55,0C58,02D4,BD40,031C,0E58,FCB2,0061,
1D5A,0EF8,0D78,CFA8,FDC3,F75A,0258,0061,
1D5F,07B4,FADC,B0D8,F92E,F27D,0677,0061,
1D64,09B0,03C8,BA30,0335,0D25,FAC7,0061,
1D69,0CEC,08C0,CB10,FC53,FAC0,033E,0061,
1D6E,076C,FF10,B784,FBA8,F825,0331,0061,
1D73,09F0,0264,C044,0392,097A,FC94,0061,
1D78,0E34,0650,C508,FC78,FB15,036C,0061,
1D7D,0910,0130,B66C,FAE2,F9D7,0209,0061,
1D82,0818,0430,BEC4,FEE1,060C,FECC,0061,
1D87,0C0C,05A4,C1A4,FE39,FB4B,0140,0061,
1D8C,09A4,03E8,BFF0,001A,FC5A,FFE2,0061,
1D91,097C,02FC,BDB8,010A,FF9D,0060,0061,
1D96,09AC,0508,BF2C,FD90,FA47,02EB,0061,
1D9B,0874,FEB4,B69C,FE50,00AB,FFFA,0061,
1DA0,0A9C,06F4,C3FC,00C3,0403,FE99,0061,
1DA5,0964,01FC,BD0C,FCB1,FA67,02B1,0061,
1DAA,0A3C,0434,BDF4,01E4,0572,FDF7,0061,
1DAF,0A0C,06D0,C2EC,FDFB,FAC9,01A3,0061,
1DB4,0788,FF88,B888,FDAB,FE38,00E1,0061,
1DB9,0A68,0424,C230,0006,054D,FF04,0061,
1DBE,0A58,04E8,BF08,FCE1,FB2A,0231,0061,
1DC3,09A4,025C,BB60,FF4D,012A,0067,0061,
1DC8,0A34,047C,C258,0042,FF84,FFCE,0061,
1DCD,092C,03B8,BBE8,FD53,FBBA,0312,0061,
1DD2,0914,019C,BBF8,0009,01F7,FEC8,0061,
1DD7,097C,04C0,BFB8,FEFE,0034,FF02,0061,
1DDC,08F0,04C4,BF64,FD45,FDF0,01B3,0061,
1DE1,08FC,0340,BCC0,FDF8,FF78,0107,0061,
1DE6,0A3C,0308,BF34,004B,0284,FE3B,0061,
1DEB,0A74,0578,C218,FDFE,FDF9,01EE,0061,
1DF0,0904,031C,BB14,FF0E,FD23,0100,0061,
1DF5,08F8,0308,BD90,FED0,0219,FF31,0061,
1DFA,0904,03C0,BF98,FCB2,FDE8,0230,0061,
1DFF,0890,031C,BC24,FF8A,0149,FFA6,0061,
1E04,09AC,03B8,C008,FF1F,005F,FF11,0061,
1E09,08E4,03EC,BDDC,FD08,FEC2,0188,0061,
1E0E,0950,02BC,BD68,FDD4,01A9,004E,0061,
1E13,0A30,0504,C010,FD20,FE4A,0219,0061,
1E18,0A0C,02D0,BD38,FD87,005A,00B6,0061,
1E1D,0A30,03EC,BF24,FF85,010E,FF55,0061,
1E22,0900,04B4,BCB4,FE46,FF02,0004,0061,
1E27,08E4,0318,BF94,FEE2,01C6,FFE5,0061,
1E2C,0960,0478,B