1FFE,CC54,DA88,EFA4,FDCD,FFE9,0286,0061,
2003,CF14,E104,ECB8,FFA6,FD25,0206,0061,
2008,CD08,DB84,ECA0,FEA0,FDC8,0433,0061,
200D,CF30,DBB0,EA9C,FE31,FF18,05C4,0061,
2012,CF8C,D9E0,EA34,FC35,018D,0556,0061,
2017,D14C,D7FC,ECAC,FC3D,039F,02C3,0061,
201C,D1D0,D87C,EFBC,FD13,02C0,0008,0061,
2021,D240,DACC,F150,FF3E,FFBC,FDD0,0061,
2026,D16C,DA3C,F034,011D,FC67,FBD4,0061,
202B,CFA0,DB60,ED60,01DC,FC3B,FB8E,0061,
2030,CE80,DCF4,EBEC,01CB,FD8A,FBFD,0061,
2035,CDE4,DDB8,EAC0,FF78,FF13,FF05,0061,
203A,CE74,DE0C,EAF0,FD73,0173,01F3,0061,
203F,CF50,DCFC,ECBC,FC8B,02C2,045B,0061,
2044,D09C,DB80,EF20,FC3A,019F,051B,0061,
2049,D1A8,D984,EEBC,FD72,006A,03E2,0061,
204E,D1C8,D838,EF78,FEC4,FF4F,01B7,0061,
2053,D104,D924,EDDC,FFA0,FE91,FF09,0061,
2058,D0F0,D908,ED60,0043,FE9C,FC7E,0061,
205D,CFFC,DB6C,EC94,003A,FF59,FC15,0061,
2062,CF40,DD30,ED64,FFCB,FF91,FD46,0061,
2067,CEF8,DDF0,ED04,FF17,FFA8,FF8D,0061,
206C,CF7C,DD98,ECF0,FE34,FFED,0298,0061,
2071,CFEC,DC20,ED94,FD7C,FFF1,044E,0061,
2076,D118,DB0C,EC34,FCB2,0053,04CB,0061,
207B,D118,D890,EEA0,FD8B,009D,03FA,0061,
2080,CF70,D6B0,EE14,FE79,FEB4,0078,0061,
2085,D088,D99C,ECB4,005D,FF19,FC96,0061,
208A,CF28,DBCC,EE10,00F4,005C,FC5B,0061,
208F,CF1C,DD24,EE30,FF35,FEC7,FEAE,0061,
2094,CF64,DC78,EBF4,FEFE,FF80,0023,0061,
2099,CFE4,D9E8,ED60,FE44,0080,0143,0061,
209E,D058,D97C,ED10,FDCF,0034,0073,0061,
20A3,D0B4,D864,EDDC,FDF3,0067,FEE7,0061,
20A8,D09C,D880,EF54,FED5,0072,FD5A,0061,
20AD,D0C8,D960,EF34,00B6,FE49,F957,0061,
20B2,CF34,DCD8,ECE0,0155,FFCF,FA31,0061,
20B7,CF70,DCD4,EEC4,025A,FE88,FAC7,0061,
20BC,CE84,E074,EAC4,FDB6,FCBA,FFEA,0061,
20C1,D110,DB78,E7D0,FCD1,FE40,FE69,0061,
20C6,D0DC,D9CC,EE34,FDEA,0453,04D2,0061,
20CB,D350,DB80,F07C,FB60,FEC2,049C,0061,
20D0,D0B0,D5E8,ECA0,FAC7,012E,03F4,0061,
20D5,D3C0,D6F0,F0F4,01DE,011E,FD78,0061,
20DA,D130,D8F4,F120,FF4D,FDA1,0028,0061,
20DF,D108,D644,EF20,032C,FBF4,FA78,0061,
20E4,D050,D954,E900,008B,FE63,F9A6,0061,
20E9,C8EC,CEA0,F58C,02D9,02AA,F837,0061,
20EE,D008,E770,E8D8,0621,004B,F326,0061,
20F3,D0B0,D7E4,EF54,0365,005F,FA89,0061,
20F8,D0D8,DC1C,EEB4,FEB4,FF1B,0229,0061,
20FD,D33C,D9C0,EDF8,0319,FEA7,FDBC,0061,
2102,D588,D4CC,ED58,FB9F,FF3E,0371,0061,
2107,D554,DA4C,E9FC,FE98,04ED,FE24,0061,
210C,D0C8,D948,F5B4,054C,04EC,FA75,0061,
2111,D330,E40C,EFF8,014B,FAA4,FCAB,0061,
2116,CAEC,E274,E988,0328,026B,FEEE,0061,
211B,CB80,F464,F3BC,0E8E,0A0E,0C3E,0061,
2120,CB90,E100,F880,FB6B,F67C,280D,0061,
2125,C720,CF74,E340,00AD,FFCD,23D1,0061,
212A,D1D0,CF54,EAC4,02A8,0D56,21C8,0061,
212F,D0E8,C5E8,F2DC,F89A,0425,199C,0061,
2134,D158,C378,E9F8,F5D1,02CE,0C39,0061,
2139,D050,C6B8,EB50,029D,0749,F1F7,0061,
213E,CE1C,D9AC,EDEC,0937,0414,E75B,0061,
2143,CAF0,EC50,EC34,FEF8,0237,F84E,0061,
2148,C504,E09C,ECE8,021E,FA4B,033F,0061,
214D,BDB4,DBBC,E880,03BB,F971,121B,0061,
2152,B974,C8E4,EA08,04EF,F075,1603,0061,
2157,B4EC,B8A4,DEF0,0214,F101,1646,0061,
215C,B2D4,AE90,D750,0065,FE72,08B1,0061,
2161,B3AC,A8E4,D0B4,FA1B,0A01,F05A,0061,
2166,B570,AAC8,CE58,DF2A,2425,DD6C,0061,
216B,B594,BE74,D674,DCC7,3CB8,C1DE,0061,
2170,B890,CC44,EEB8,D2A3,41CD,BB76,0061,
2175,B910,D8B8,F7B8,D167,3A91,B890,0061,
217A,BB48,DEF4,F870,DC04,3132,B7D9,0061,
217F,B974,D63C,EF68,D65F,1BC8,B84C,0061,
2184,C1B8,F8CC,D8C4,DE32,3F03,C1DF,0061,
2189,C3C4,EA08,E56C,D6B6,4520,CC33,0061,
218E,CA28,E674,E320,C172,47BD,E864,0061,
2193,CF44,E5A4,E298,CFD4,54D0,DDE7,0061,
2198,D928,E814,F480,D611,5BC6,EA50,0061,
219D,EF30,ECBC,F190,CBFE,4A83,FEB7,0061,
21A2,F4EC,DF64,DC48,D352,510A,FC43,0061,
21A7,023C,E034,E684,E810,5C02,F17F,0061,
21AC,153C,E8CC,EFFC,F4DF,435E,DB36,0061,
21B1,13A8,E408,ECE4,F8D4,333F,DA50,0061,
21B6,1B14,F9A0,DC08,0546,2684,CE7E,0061,
21BB,1468,E9DC,E6A0,0D97,17E2,D1E6,0061,
21C0,11C4,EE6C,DAA8,0717,0DED,E2F8,0061,
21C5,0C3C,DFB0,D18C,0F71,08F6,DD88,0061,
21CA,1328,E294,C714,09A2,0D68,E73A,0061,
21CF,0FDC,DC40,C6FC,0066,14AE,E8BE,0061,
21D4,0E78,D1B4,CA88,FC23,18B7,E33F,0061,
21D9,17A8,DDA4,C408,F478,1FDA,E054,0061,
21DE,1C04,E304,C3A4,ECFA,29DE,DCE1,0061,
21E3,1708,E62C,D20C,EF76,3031,DAEE,0061,
21E8,17D8,ED18,DE88,F5EA,27A5,DC79,0061,
21ED,2188,FA94,D108,EB7E,22BA,ECEC,0061,
21F2,263C,F514,CF30,F15E,278E,F356,0061,
21F7,26F8,F55C,D544,EF37,2ACB,FF09,0061,
21FC,2708,EE84,DB64,F1F9,262B,0227,0061,
2201,3424,FAE0,CEE8,F502,2967,08A2,0061,
2206,36C4,F188,D88C,F8EC,2ACC,0F92,0061,
220B,3314,EDC0,E428,FF38,22DC,0FAD,0061,
2210,2FC0,EE50,E580,017C,1661,14F9,0061,
2215,2E5C,E8E4,E20C,FF9C,1171,22A7,0061,
221A,2804,D084,EE04,01C1,0985,2556,0061,
221F,2FCC,D454,DD28,070F,F794,10A7,0061,
2224,2CBC,CD9C,D388,FCF4,FAF2,0ADF,0061,
2229,297C,D220,D228,011E,FD67,F5CE,0061,
222E,21BC,CFC0,D948,0586,F8EF,E59F,0061,
2233,1E78,E4CC,CBA8,009F,FC70,E2C0,0061,
2238,1AB4,E6B0,CAA8,FF5A,061B,E0E3,0061,
223D,197C,EBB4,D060,FB4F,0EA2,EA68,0061,
2242,1F78,F07C,CB80,F8E7,0FC2,ED86,0061,
2247,2748,F1E0,C4D4,F24F,1D4A,F546,0061,
224C,29FC,F2D4,D060,F02A,2CB7,FE1B,0061,
2251,2F1C,F034,D980,EF70,2D67,0122,0061,
2256,2BAC,E1EC,E4FC,F41D,298D,0232,0061,
225B,339C,F088,DC9C,F918,2522,FBFE,0061,
2260,3448,EAFC,DE88,F212,2A95,0611,0061,
2265,34C8,E764,E468,F7C6,225F,04C6,0061,
226A,36B0,EABC,DFE8,F19F,256E,0F3D,0061,
226F,3A74,E804,DB34,EDA8,276C,1170,0061,
2274,3C6C,E654,DD20,E782,3272,1768,0061,
2279,420C,E900,E168,E568,369E,164C,0061,
227E,45C0,EE54,E3A8,DED0,3DA3,1BBE,0061,
2283,4078,E698,F474,DEB8,3E77,1ED7,0061,
2288,3A5C,DE3C,0158,E55A,3598,1B04,0061,
228D,3BA4,DD20,0500,F2E4,239D,0D0A,0061,
2292,3EB8,E1B8,00E0,F4A3,192B,0B71,0061,
2297,3B5C,DE1C,016C,FED0,0ED2,02BB,0061,
229C,3614,DA98,0088,0A30,01F9,F7AA,0061,
22A1,3440,DCEC,F704,0FAB,FBCA,F0E7,0061,
22A6,3688,E24C,EBF4,0F61,FE47,ED4A,0061,
22AB,39B4,E850,E6CC,06C9,05F4,EEBD,0061,
22B0,3730,EA4C,EB3C,FD64,1130,F282,0061,
22B5,3A94,F2B0,F13C,FC3A,162B,F528,0061,
22BA,3768,ED7C,FB30,FEEB,13B5,F7C2,0061,
22BF,3A18,F6B8,F6E8,FC39,0FA9,FDE3,0061,
22C4,3964,EFF4,F7BC,FC44,0CE3,04C4,0061,
22C9,39C0,EA80,F6FC,FF8A,0B54,0532,0061,
22CE,3A80,EB9C,F39C,00A6,0D18,032D,0061,
22D3,3C1C,EF60,F058,F943,1285,09B7,0061,
22D8,3A98,EAC0,F25C,F44F,1AAB,0F0E,0061,
22DD,39C8,E98C,FA5C,F73C,1DF6,0D0C,0061,
22E2,39E4,EC38,FE54,F5BE,1DF5,11D9,0061,
22E7,3CFC,E9E4,FDA4,F2D6,1CA6,1893,0061,
22EC,3D48,E6D0,FC78,F423,1F29,199D,0061,
22F1,3C88,E438,FF7C,F32C,2366,1B17,0061,
22F6,3930,E228,03A4,F061,272D,1D82,0061,
22FB,3B2C,E078,0BC0,F2CD,2E2E,25BE,0061,
2300,41FC,E620,029C,E39A,2E3E,2DF3,0061,
2305,39A0,D420,1008,DC4C,36FE,3471,0061,
230A,3A50,D470,1930,DF5C,330B,2FB6,0061,
230F,35FC,CB4C,2644,D6FD,2CDD,396E,0061,
2314,33A4,C0FC,2C34,D907,1AAD,34E3,0061,
2319,3470,BDF4,2910,DA08,08BF,30CE,0061,
231E,3414,B1A8,24C0,DA9F,F99F,2178,0061,
2323,3610,AF94,208C,DC08,EC84,12D4,0061,
2328,3260,B520,1A88,DFFD,E0D9,FCE5,0061,
232D,2D5C,BF10,11C4,DDB9,DA92,EF90,0061,
2332,2A6C,C864,0EA8,E016,D51D,E648,0061,
2337,2934,D5D4,0BA0,DB95,D2D8,E658,0061,
233C,281C,E078,0EB8,DC5D,D158,EE22,0061,
2341,21B4,DC18,0F60,E73B,BDBF,ECAB,0061,
2346,25EC,E840,F690,DB20,B742,F781,0061,
234B,2410,E004,F61C,D9FD,C21C,F492,0061,
2350,2120,E788,0368,E097,C148,F789,0061,
2355,1D64,EA6C,FD2C,E1B3,AAA4,FD0E,0061,
235A,1648,E4E4,F0AC,E064,A502,0316,0061,
235F,1230,E438,F134,EAD6,A82A,FF54,0061,
2364,1468,E4F0,F090,E8D3,9FFE,02A9,0061,
2369,1B9C,ED1C,DFD4,E0A1,98C9,0309,0061,
236E,0C88,E8A8,E46C,DD1E,A26E,00CB,0061,
2373,FE44,E928,F120,DEEA,9983,02AA,0061,
2378,F5AC,EAC8,E67C,E3EC,8ED0,0550,0061,
237D,F9EC,E71C,E140,ECC5,8CD9,0A5A,0061,
2382,F77C,ED0C,DD88,F103,93A4,092A,0061,
2387,EA74,E1FC,E5BC,F214,895A,09D8,0061,
238C,DE74,D930,E44C,F7EA,8000,01D9,0061,
2391,DE20,E4A0,CFC4,04A1,81C4,F8C7,0061,
2396,DCFC,E4A0,D0A8,009A,8A23,FFB0,0061,
239B,DD88,E8FC,C9C0,0526,94B0,F93C,0061,
23A0,D9B0,EB9C,CD08,0003,A0F8,F927,0061,
23A5,CAE0,EC04,DA34,FDC6,A8F1,FFF1,0061,
23AA,C918,E9A0,D970,1267,A659,001E,0061,
23AF,CEAC,EB50,D464,189C,AC91,04C1,0061,
23B4,C9B0,E4CC,D63C,172E,A6BA,08D3,0061,
23B9,C1DC,EFDC,D114,0B6C,B416,1A04,0061,
23BE,B94C,C8D4,D348,19DC,B683,10B2,0061,
23C3,BED4,D4A0,D190,17C7,C862,146A,0061,
23C8,BEA4,CFFC,D034,13A6,CB54,05D6,0061,
23CD,B838,C804,D4E8,06FD,DBE4,124D,0061,
23D2,C46C,D17C,CB7C,0684,E538,0112,0061,
23D7,C454,D084,D79C,00A0,F9C5,FC9C,0061,
23DC,CD4C,E12C,EB40,FCB1,FE15,0280,0061,
23E1,CDF4,E2CC,F260,FB16,F1AA,FF0A,0061,
23E6,C3A8,DCD8,FBE0,FB14,ECC7,09FC,0061,
23EB,C4C8,E228,FA24,127E,E3B5,0BD2,0061,
23F0,C630,CD30,F2B8,135C,D58B,06CC,0061,
23F5,C490,D550,DE0C,0EB5,E3B6,017A,0061,
23FA,BE94,D44C,EC74,133A,F687,000C,0061,
23FF,96F8,C33C,14CC,0259,F6A2,1CDD,0061,
2404,C654,B844,FDDC,11BC,BA9F,FE88,0061,
2409,CADC,BA90,A8F8,B502,E467,03A3,0061,
240E,B930,C108,C6D0,13EB,39F2,CA89,0061,
2413,CDD4,F2B4,038C,F0CC,2F00,D8DE,0061,
2418,CAA0,F77C,F69C,CEA6,124F,EC71,0061,
241D,CB28,F428,F908,FC59,2956,08C3,0061,
2422,D824,EF74,08BC,ECDB,1399,1767,0061,
2427,D980,DE84,FDB0,EA60,FD1D,27E6,0061,
242C,D154,D93C,FC0C,FD7F,0DD6,1D5E,0061,
2431,D844,CF90,FE00,0CE3,FA95,05A8,0061,
2436,D880,D3B8,FE44,016D,E9F1,0D74,0061,
243B,CFE8,CEFC,EB64,08F7,E492,F75F,0061,
2440,C7DC,C980,EB68,0BA5,EEA9,F0F2,0061,
2445,CCA4,DFE0,E3DC,0382,F38F,EF1B,0061,
244A,CC88,DE0C,E0C4,FF94,F893,F054,0061,
244F,C9D4,E64C,E7C8,F735,04C8,FFA5,0061,
2454,CCCC,EC68,EB58,F097,08D0,09A4,0061,
2459,CBFC,E264,F294,EA80,0D4F,18E1,0061,
245E,CBC0,D8C8,FC4C,F3A7,074A,1690,0061,
2463,D170,D7BC,F7D4,F60B,F9D3,1019,0061,
2468,D06C,CE5C,EE48,F1FD,F91F,0C07,0061,
246D,D874,D0C8,EA74,F3CC,FCDB,FA9B,0061,
2472,C93C,C124,005C,FE88,0042,E73F,0061,
2477,CF0C,F574,EF00,0883,F67B,D3F5,0061,
247C,C440,E5F4,F834,0D5A,E98F,E01E,0061,
2481,C75C,F114,E4C8,02E5,E784,F880,0061,
2486,C8A8,EC68,DC3C,09B1,F416,FB2A,0061,
248B,BF4C,E220,EA74,FA3E,0637,1C5A,0061,
2490,CF78,DC64,D788,F57C,F201,0D1E,0061,
2495,D09C,CF9C,E180,F0F4,17D4,0AFF,0061,
249A,D330,E2B8,0618,EB68,22A2,19B6,0061,
249F,D1F4,DEFC,FC34,E9B6,0D99,1143,0061,
24A4,CFFC,CAF4,FE38,FF2D,0310,097A,0061,
24A9,D090,E834,EF64,04EA,01ED,FF64,0061,
24AE,D0AC,D7DC,F2E0,1031,F3D7,EE06,0061,
24B3,CA08,E220,EA6C,F708,FAA2,0ABC,0061,
24B8,C954,E7C8,E96C,058E,FFD7,F7F5,0061,
24BD,CA20,DCA8,F32C,FD90,FEBD,0A38,0061,
24C2,CF0C,E5D0,E644,F869,FABD,0C28,0061,
24C7,C99C,D4D4,E81C,FFF4,051C,0206,0061,
24CC,CD98,E05C,EF90,FB2F,08EA,0676,0061,
24D1,CE88,DCC4,F130,FCF0,006E,FDBB,0061,
24D6,CFA4,DC84,F154,FCCD,0221,0096,0061,
24DB,D04C,E228,F524,0028,00FD,FE72,0061,
24E0,CF00,DEF0,F4F4,00CA,FB11,FE4E,0061,
24E5,CDF0,DE80,EFF8,04DB,F7D9,FDA0,0061,
24EA,CCD8,DF94,EB3C,059A,F6D3,FBD3,0061,
24EF,CAB0,DF7C,E780,0318,FAEA,FCBF,0061,
24F4,C9EC,DFC4,E8F8,FFDE,004A,FF73,0061,
24F9,CB84,E244,E9EC,FD46,038F,0140,0061,
24FE,CBC8,E2CC,ECF8,FA7A,06FA,041D,0061,
2503,CCD0,DFD8,F52C,F947,071F,0765,0061,
2508,CF68,DF58,F5F8,FBD7,000A,0608,0061,
250D,CE70,DB2C,F3F4,FF91,FCE0,03E4,0061,
2512,CD3C,DA1C,F134,01A2,FBBB,FECD,0061,
2517,CE04,DAE0,EF40,0107,FBB0,FAB2,0061,
251C,CE00,E040,EE58,0165,FE07,F955,0061,
2521,CB20,E51C,EF68,02B1,FE8F,F9E1,0061,
2526,C9B0,E51C,EF28,FF85,FC83,00BE,0061,
252B,CA38,E430,EB30,FDAF,FDF2,0660,0061,
2530,CB78,DFE8,ED98,FDA9,012A,095A,0061,
2535,CCB8,DAF8,EDB4,FB8E,FFF0,094F,0061,
253A,CDCC,D9E0,EB04,FAE1,0249,051E,0061,
253F,CDDC,D9B0,EFA4,FCB6,064A,00C5,0061,
2544,CF8C,DCE8,F3A8,FD4B,01D4,FC56,0061,
2549,CE5C,DFE0,F294,FEFC,FF17,FA27,0061,
254E,CD24,E2E0,F2FC,023B,FE2C,FA5A,0061,
2553,CBFC,E2BC,F1EC,0219,FA0A,FC6D,0061,
2558,CB18,E1D8,ED24,016F,FA77,FF86,0061,
255D,CB38,DF78,EC10,0069,FD5C,0076,0061,
2562,CBB0,E0D4,EB24,FDB7,0155,0215,0061,
2567,CC24,E0BC,ED9C,FC97,0487,0383,0061,
256C,CDD0,E27C,F048,FB03,036F,04FD,0061,
